Name,Age,Price,Goods,Quantity,Rating,Discount,Category,Purchase Date
Emma,58.0,229.37589993714082,Phone,10,4.7,18.57,Accessories,2023-08-30 09:00:00
Hannah,45.0,127.35259966025005,Phone,6,1.5,26.6,Electronics,2023-08-30 10:00:00
David,33.0,133.19617782882352,Laptop,16,2.2,6.51,Gadgets,2023-08-30 11:00:00
George,58.0,438.4103015005186,Tablet,10,,43.56,Accessories,2023-08-30 12:00:00
Emma,47.0,259.9931483632448,Headphones,15,1.9,27.9,Electronics,2023-08-30 13:00:00
Emma,21.0,365.97972669856523,Headphones,10,,17.36,Electronics,2023-08-30 14:00:00
George,19.0,22.67691976893083,Tablet,11,3.5,12.15,Accessories,2023-08-30 15:00:00
Fiona,63.0,185.7558610606242,Laptop,2,3.3,30.83,Gadgets,2023-08-30 16:00:00
Emma,20.0,242.1888269607437,Headphones,10,3.6,39.34,Electronics,2023-08-30 17:00:00
Fiona,67.0,97.27634332904142,Camera,12,3.9,22.04,Gadgets,2023-08-30 18:00:00
Alice,38.0,64.49481301554164,Headphones,11,3.9,,Electronics,2023-08-30 19:00:00
Alice,23.0,435.800370357422,Laptop,15,4.0,26.78,Accessories,2023-08-30 20:00:00
Emma,60.0,470.0186554143993,Phone,4,5.0,48.95,Electronics,2023-08-30 21:00:00
Alice,35.0,44.00931553247667,Phone,5,2.4,48.13,Gadgets,2023-08-30 22:00:00
David,,177.76426270850934,Phone,1,1.2,29.99,Electronics,2023-08-30 23:00:00
Fiona,22.0,,Laptop,1,2.4,,Electronics,2023-08-31 00:00:00
Fiona,26.0,46.16505790057012,Phone,10,4.6,5.28,Accessories,2023-08-31 01:00:00
Emma,37.0,323.6024795749695,Phone,4,1.3,46.46,Gadgets,2023-08-31 02:00:00
Alice,45.0,486.24957862866773,Laptop,13,3.6,40.16,Gadgets,2023-08-31 03:00:00
Bob,43.0,489.2207159477804,Camera,14,2.7,25.02,Gadgets,2023-08-31 04:00:00
Hannah,35.0,,Headphones,19,4.7,15.32,Accessories,2023-08-31 05:00:00
George,36.0,85.5608083522784,Laptop,5,4.7,41.93,Gadgets,2023-08-31 06:00:00
George,20.0,105.03173591383222,Laptop,11,4.1,14.58,Electronics,2023-08-31 07:00:00
Fiona,26.0,445.35269058657536,Tablet,8,1.4,,Gadgets,2023-08-31 08:00:00
Emma,53.0,456.2830871432193,Phone,1,1.1,9.94,Electronics,2023-08-31 09:00:00
Emma,48.0,305.9004237174096,Smartwatch,5,1.5,40.23,Electronics,2023-08-31 10:00:00
David,66.0,384.2573177376061,Camera,18,2.3,37.64,Electronics,2023-08-31 11:00:00
Charlie,34.0,371.265969477852,Smartwatch,13,2.0,,Accessories,2023-08-31 12:00:00
Hannah,40.0,332.60169100460797,Tablet,5,2.5,5.87,Accessories,2023-08-31 13:00:00
Charlie,51.0,414.5020926616098,Camera,7,,8.85,Accessories,2023-08-31 14:00:00
Fiona,58.0,344.27627840495893,Phone,12,4.0,30.82,Accessories,2023-08-31 15:00:00
George,58.0,269.33114134501216,Smartwatch,2,4.4,7.5,Electronics,2023-08-31 16:00:00
David,22.0,122.2933994811376,Phone,13,3.0,16.01,Electronics,2023-08-31 17:00:00
David,,373.22463133871645,Phone,14,4.8,41.96,Gadgets,2023-08-31 18:00:00
David,64.0,239.35174457994586,Headphones,6,1.5,4.09,Accessories,2023-08-31 19:00:00
Fiona,20.0,150.92188358371712,Camera,16,1.4,29.06,Gadgets,2023-08-31 20:00:00
Charlie,36.0,401.9634064921788,Camera,10,1.8,19.99,Accessories,2023-08-31 21:00:00
George,,349.87323217474903,Tablet,11,4.9,6.02,Accessories,2023-08-31 22:00:00
David,20.0,468.9830837467265,Laptop,1,2.7,25.47,Gadgets,2023-08-31 23:00:00
George,55.0,86.89361180934448,Phone,15,4.7,25.83,Accessories,2023-09-01 00:00:00
Alice,21.0,326.3486958950641,Phone,16,1.8,18.9,Gadgets,2023-09-01 01:00:00
Emma,41.0,125.89853670364711,Smartwatch,10,4.4,2.77,Electronics,2023-09-01 02:00:00
Emma,48.0,452.27357772431264,Tablet,10,,10.34,Electronics,2023-09-01 03:00:00
George,62.0,54.25221005702476,Camera,3,3.9,20.24,Gadgets,2023-09-01 04:00:00
Bob,62.0,,Headphones,11,4.9,13.86,Gadgets,2023-09-01 05:00:00
Bob,28.0,396.5874321563748,Camera,11,4.7,8.03,Electronics,2023-09-01 06:00:00
Fiona,54.0,180.68433098053006,Headphones,16,4.3,24.35,Electronics,2023-09-01 07:00:00
Fiona,18.0,477.2983492949856,Headphones,6,1.2,19.88,Accessories,2023-09-01 08:00:00
Emma,26.0,426.11168887008847,Camera,9,3.4,33.25,Accessories,2023-09-01 09:00:00
Alice,34.0,150.83605834402718,Smartwatch,1,4.3,28.02,Electronics,2023-09-01 10:00:00
Hannah,,8.732840894419345,Phone,6,2.6,,Accessories,2023-09-01 11:00:00
Charlie,20.0,151.84530217844014,Headphones,18,3.9,34.38,Gadgets,2023-09-01 12:00:00
Charlie,64.0,144.24868288301755,Smartwatch,13,1.6,23.27,Gadgets,2023-09-01 13:00:00
Fiona,43.0,445.53248071294996,Tablet,2,,5.67,Electronics,2023-09-01 14:00:00
Alice,48.0,483.7249832361,Tablet,19,3.6,0.92,Gadgets,2023-09-01 15:00:00
Fiona,43.0,39.867793055278874,Headphones,2,2.7,31.32,Accessories,2023-09-01 16:00:00
Hannah,40.0,238.2909401239918,Phone,4,1.9,,Accessories,2023-09-01 17:00:00
Charlie,47.0,276.4243392722489,Headphones,4,2.1,41.02,Electronics,2023-09-01 18:00:00
George,27.0,,Tablet,10,3.5,38.12,Accessories,2023-09-01 19:00:00
Fiona,25.0,191.86136602307366,Tablet,17,3.9,43.88,Electronics,2023-09-01 20:00:00
David,61.0,161.95579660951057,Camera,16,1.8,14.62,Accessories,2023-09-01 21:00:00
George,42.0,270.3478953919082,Phone,8,4.8,20.66,Accessories,2023-09-01 22:00:00
Hannah,,,Camera,6,1.0,3.1,Accessories,2023-09-01 23:00:00
Hannah,32.0,353.2251296958005,Smartwatch,2,3.8,20.57,Electronics,2023-09-02 00:00:00
Fiona,58.0,72.69373668862683,Smartwatch,15,2.2,10.99,Electronics,2023-09-02 01:00:00
Emma,27.0,407.4091124625876,Smartwatch,11,2.9,40.27,Accessories,2023-09-02 02:00:00
Fiona,37.0,340.87830474642567,Laptop,16,3.3,32.81,Accessories,2023-09-02 03:00:00
Emma,58.0,445.0920837896262,Smartwatch,4,3.2,39.08,Accessories,2023-09-02 04:00:00
Hannah,64.0,227.42134942053988,Headphones,11,4.1,29.62,Gadgets,2023-09-02 05:00:00
Alice,40.0,447.47543254748484,Camera,14,4.3,29.9,Gadgets,2023-09-02 06:00:00
Hannah,18.0,433.55819056625734,Smartwatch,8,1.3,11.76,Accessories,2023-09-02 07:00:00
Charlie,19.0,222.01261951783846,Phone,6,3.8,33.49,Gadgets,2023-09-02 08:00:00
George,36.0,193.66594107002442,Smartwatch,19,2.6,7.2,Accessories,2023-09-02 09:00:00
George,31.0,466.74194741027713,Headphones,4,4.3,13.79,Gadgets,2023-09-02 10:00:00
Bob,25.0,359.0065435965266,Headphones,4,3.4,9.0,Gadgets,2023-09-02 11:00:00
Bob,55.0,464.48144648684746,Headphones,6,1.0,47.48,Accessories,2023-09-02 12:00:00
Hannah,29.0,399.50251555342743,Headphones,11,3.7,44.9,Electronics,2023-09-02 13:00:00
Charlie,43.0,306.6022324492501,Headphones,1,4.7,,Gadgets,2023-09-02 14:00:00
Bob,44.0,62.34712461686343,Phone,2,,48.01,Electronics,2023-09-02 15:00:00
George,46.0,149.28293292665376,Laptop,9,3.0,30.63,Gadgets,2023-09-02 16:00:00
Fiona,32.0,484.57699151370383,Tablet,16,3.5,44.73,Electronics,2023-09-02 17:00:00
Alice,63.0,163.11393886353122,Laptop,6,1.8,14.59,Electronics,2023-09-02 18:00:00
Alice,18.0,51.16116054375854,Tablet,9,3.6,19.24,Accessories,2023-09-02 19:00:00
Charlie,60.0,355.23891118006327,Camera,19,1.2,23.35,Electronics,2023-09-02 20:00:00
Hannah,,368.3321059991237,Headphones,5,4.6,4.47,Gadgets,2023-09-02 21:00:00
Bob,20.0,146.30157154213964,Camera,10,4.1,41.23,Accessories,2023-09-02 22:00:00
Fiona,68.0,152.34762977642035,Camera,7,,5.96,Accessories,2023-09-02 23:00:00
Alice,35.0,237.10202782684803,Tablet,2,2.7,39.98,Accessories,2023-09-03 00:00:00
Alice,69.0,15.785530132316492,Phone,4,1.1,46.11,Electronics,2023-09-03 01:00:00
David,51.0,,Headphones,8,2.4,28.39,Electronics,2023-09-03 02:00:00
Hannah,49.0,161.95894970069216,Smartwatch,3,3.1,8.3,Gadgets,2023-09-03 03:00:00
David,46.0,427.6127354909789,Camera,2,4.7,21.84,Gadgets,2023-09-03 04:00:00
George,42.0,402.3020586920167,Laptop,9,4.5,6.94,Gadgets,2023-09-03 05:00:00
Alice,43.0,332.3940063937976,Headphones,11,3.4,5.95,Gadgets,2023-09-03 06:00:00
Charlie,56.0,165.8130592141479,Phone,4,3.9,37.8,Gadgets,2023-09-03 07:00:00
Emma,25.0,260.5766980222792,Headphones,9,4.8,19.65,Accessories,2023-09-03 08:00:00
Emma,36.0,225.1904825109897,Smartwatch,6,4.4,0.01,Electronics,2023-09-03 09:00:00
Fiona,64.0,172.74653369309374,Smartwatch,1,3.6,2.42,Accessories,2023-09-03 10:00:00
Alice,59.0,424.82746320507323,Camera,3,3.2,40.89,Electronics,2023-09-03 11:00:00
Alice,39.0,244.3360019159443,Laptop,7,2.9,30.98,Accessories,2023-09-03 12:00:00
George,46.0,417.1979334095875,Camera,9,4.0,42.23,Electronics,2023-09-03 13:00:00
Alice,50.0,57.08314470020302,Phone,8,4.2,13.68,Gadgets,2023-09-03 14:00:00
Charlie,55.0,74.80727035716619,Tablet,13,1.9,15.72,Accessories,2023-09-03 15:00:00
David,62.0,488.7735510309235,Smartwatch,18,2.9,30.84,Gadgets,2023-09-03 16:00:00
Alice,,295.94538899001435,Laptop,19,4.1,33.26,Accessories,2023-09-03 17:00:00
Alice,52.0,257.33598838202926,Smartwatch,9,3.7,1.33,Accessories,2023-09-03 18:00:00
George,60.0,263.96225125633526,Phone,6,,45.36,Accessories,2023-09-03 19:00:00
Hannah,20.0,111.55804314626562,Phone,12,2.3,,Gadgets,2023-09-03 20:00:00
Bob,36.0,360.7584550034766,Smartwatch,4,3.4,6.59,Gadgets,2023-09-03 21:00:00
Hannah,27.0,46.96640874622841,Camera,9,3.4,0.52,Accessories,2023-09-03 22:00:00
George,44.0,288.7952379859965,Smartwatch,10,2.7,38.46,Accessories,2023-09-03 23:00:00
Hannah,32.0,287.5305543100212,Camera,3,4.8,45.14,Accessories,2023-09-04 00:00:00
George,28.0,457.5232699460879,Smartwatch,17,3.6,16.11,Accessories,2023-09-04 01:00:00
Charlie,64.0,265.4604910019059,Camera,7,4.4,16.04,Gadgets,2023-09-04 02:00:00
Fiona,43.0,,Tablet,8,1.5,25.73,Electronics,2023-09-04 03:00:00
Alice,41.0,288.5128633278405,Headphones,11,4.0,33.73,Electronics,2023-09-04 04:00:00
George,30.0,50.207183960839515,Headphones,13,3.4,32.38,Accessories,2023-09-04 05:00:00
George,49.0,105.87794847346123,Camera,3,2.2,37.63,Accessories,2023-09-04 06:00:00
Bob,54.0,20.398749172770984,Camera,19,1.5,5.7,Electronics,2023-09-04 07:00:00
George,21.0,259.08032331745164,Tablet,14,2.5,25.99,Electronics,2023-09-04 08:00:00
Emma,30.0,46.84364457031832,Headphones,16,2.8,25.32,Accessories,2023-09-04 09:00:00
Fiona,26.0,237.35021737300787,Tablet,15,1.6,47.49,Accessories,2023-09-04 10:00:00
Alice,66.0,466.80779248545133,Phone,2,3.7,45.91,Electronics,2023-09-04 11:00:00
Alice,51.0,361.2818994445694,Smartwatch,6,2.2,37.52,Gadgets,2023-09-04 12:00:00
Bob,54.0,43.318778741520056,Headphones,7,4.2,43.85,Accessories,2023-09-04 13:00:00
Charlie,65.0,,Camera,9,3.6,37.28,Electronics,2023-09-04 14:00:00
Alice,24.0,338.46289784724996,Laptop,9,2.2,36.02,Gadgets,2023-09-04 15:00:00
Emma,,447.87742120697095,Phone,17,2.4,10.79,Electronics,2023-09-04 16:00:00
Alice,29.0,21.294700448157112,Smartwatch,3,4.8,30.86,Accessories,2023-09-04 17:00:00
Emma,38.0,407.16331020169406,Laptop,4,4.8,45.8,Electronics,2023-09-04 18:00:00
Fiona,28.0,283.0978707674628,Tablet,2,2.7,37.51,Accessories,2023-09-04 19:00:00
Fiona,61.0,275.31520602171435,Smartwatch,1,3.7,30.24,Gadgets,2023-09-04 20:00:00
David,68.0,,Tablet,10,4.9,12.91,Gadgets,2023-09-04 21:00:00
David,61.0,375.08408323540266,Tablet,3,5.0,33.93,Accessories,2023-09-04 22:00:00
Emma,61.0,425.8088396877754,Camera,10,,17.35,Accessories,2023-09-04 23:00:00
Charlie,31.0,180.22780692461004,Tablet,9,3.2,3.26,Accessories,2023-09-05 00:00:00
Alice,51.0,279.4102002100629,Laptop,17,3.9,11.97,Gadgets,2023-09-05 01:00:00
George,51.0,309.62581032674655,Phone,15,1.7,,Electronics,2023-09-05 02:00:00
Alice,42.0,164.18405047942022,Camera,3,,49.83,Accessories,2023-09-05 03:00:00
David,21.0,287.27282184896274,Phone,3,2.9,38.01,Gadgets,2023-09-05 04:00:00
Hannah,69.0,122.14441284245834,Tablet,4,3.0,13.98,Gadgets,2023-09-05 05:00:00
George,43.0,75.97095717877859,Headphones,4,,38.12,Electronics,2023-09-05 06:00:00
Emma,33.0,190.11527834227965,Smartwatch,17,2.2,17.88,Accessories,2023-09-05 07:00:00
George,27.0,370.94836622948634,Camera,6,1.3,,Electronics,2023-09-05 08:00:00
Hannah,62.0,458.5126382965743,Tablet,11,4.7,38.23,Accessories,2023-09-05 09:00:00
Alice,19.0,231.5684554916251,Camera,12,2.5,37.04,Accessories,2023-09-05 10:00:00
Alice,52.0,,Headphones,7,1.6,,Accessories,2023-09-05 11:00:00
Charlie,36.0,56.00337983267474,Laptop,13,1.6,41.28,Electronics,2023-09-05 12:00:00
Bob,23.0,452.70956048340275,Laptop,6,,46.15,Gadgets,2023-09-05 13:00:00
George,36.0,286.45908571711755,Smartwatch,3,3.5,11.67,Gadgets,2023-09-05 14:00:00
David,69.0,391.2674325744527,Laptop,14,4.1,16.47,Gadgets,2023-09-05 15:00:00
Hannah,68.0,398.24839445608995,Headphones,14,4.7,46.91,Gadgets,2023-09-05 16:00:00
Hannah,,131.95786055221242,Phone,10,3.5,49.18,Accessories,2023-09-05 17:00:00
Hannah,31.0,266.94135432501554,Headphones,5,2.7,22.67,Electronics,2023-09-05 18:00:00
David,27.0,480.4374770226838,Headphones,2,2.7,1.73,Accessories,2023-09-05 19:00:00
Bob,20.0,49.36909968630975,Tablet,6,3.3,,Accessories,2023-09-05 20:00:00
Alice,55.0,343.10969952463387,Laptop,11,3.2,1.27,Electronics,2023-09-05 21:00:00
Charlie,46.0,481.32071862741014,Camera,18,3.6,16.51,Accessories,2023-09-05 22:00:00
Charlie,32.0,153.78566848674097,Smartwatch,11,3.0,4.48,Electronics,2023-09-05 23:00:00
David,40.0,,Phone,15,1.2,25.59,Accessories,2023-09-06 00:00:00
Charlie,40.0,467.1604849770944,Camera,3,3.0,1.88,Gadgets,2023-09-06 01:00:00
Hannah,35.0,,Tablet,2,1.1,11.27,Accessories,2023-09-06 02:00:00
Fiona,63.0,119.50751459194434,Tablet,7,1.7,22.94,Accessories,2023-09-06 03:00:00
Bob,36.0,,Phone,5,2.5,3.71,Accessories,2023-09-06 04:00:00
Alice,,,Camera,13,3.2,24.02,Accessories,2023-09-06 05:00:00
Fiona,43.0,416.5693509514508,Phone,8,1.7,13.26,Accessories,2023-09-06 06:00:00
Bob,27.0,425.55753732298456,Phone,9,2.1,13.35,Electronics,2023-09-06 07:00:00
Emma,64.0,318.1916034332654,Laptop,8,2.5,46.85,Gadgets,2023-09-06 08:00:00
George,21.0,179.5012863756064,Camera,10,1.8,34.51,Gadgets,2023-09-06 09:00:00
David,19.0,43.02145868176066,Laptop,2,5.0,46.47,Electronics,2023-09-06 10:00:00
Hannah,20.0,377.76351690788016,Laptop,10,4.2,28.78,Electronics,2023-09-06 11:00:00
Charlie,24.0,364.6304658369118,Smartwatch,11,4.2,45.36,Accessories,2023-09-06 12:00:00
Emma,33.0,456.738248260756,Laptop,11,3.3,41.87,Accessories,2023-09-06 13:00:00
Charlie,48.0,366.6133503976543,Headphones,5,4.8,49.89,Accessories,2023-09-06 14:00:00
Fiona,27.0,415.2039964107809,Tablet,14,3.9,25.16,Electronics,2023-09-06 15:00:00
Alice,,374.24753586247977,Tablet,3,2.3,34.81,Accessories,2023-09-06 16:00:00
Alice,45.0,317.19015821459664,Headphones,2,3.4,8.03,Electronics,2023-09-06 17:00:00
Alice,34.0,216.34836512454956,Phone,18,3.2,46.97,Accessories,2023-09-06 18:00:00
Hannah,45.0,451.5480677779275,Camera,1,3.3,19.94,Electronics,2023-09-06 19:00:00
Charlie,36.0,,Camera,1,4.3,45.83,Gadgets,2023-09-06 20:00:00
Emma,54.0,202.185884373125,Camera,17,3.0,5.04,Electronics,2023-09-06 21:00:00
Alice,40.0,46.31730111506883,Laptop,6,3.9,25.76,Accessories,2023-09-06 22:00:00
Emma,37.0,148.89890367266915,Camera,13,,0.07,Electronics,2023-09-06 23:00:00
Charlie,30.0,274.14473374093154,Camera,1,4.7,20.8,Accessories,2023-09-07 00:00:00
Hannah,30.0,141.4395081580163,Camera,6,1.3,4.16,Accessories,2023-09-07 01:00:00
Fiona,60.0,114.51149721936154,Tablet,8,5.0,22.46,Accessories,2023-09-07 02:00:00
Hannah,28.0,266.05978947348433,Headphones,13,3.5,27.79,Accessories,2023-09-07 03:00:00
Emma,65.0,89.06107121838862,Smartwatch,2,,,Accessories,2023-09-07 04:00:00
Hannah,32.0,401.2029813459262,Phone,8,2.2,14.77,Gadgets,2023-09-07 05:00:00
Hannah,34.0,244.7622349146157,Headphones,1,2.6,,Gadgets,2023-09-07 06:00:00
Fiona,67.0,289.06207311151184,Camera,13,4.1,3.32,Accessories,2023-09-07 07:00:00
Charlie,45.0,77.95471746068753,Phone,1,1.6,45.68,Electronics,2023-09-07 08:00:00
Charlie,36.0,165.66528613653685,Phone,10,2.0,22.59,Electronics,2023-09-07 09:00:00
David,21.0,207.9943932142707,Headphones,5,1.5,12.63,Gadgets,2023-09-07 10:00:00
Hannah,39.0,405.065351105669,Headphones,13,2.7,23.16,Gadgets,2023-09-07 11:00:00
Charlie,,386.2289639276455,Headphones,5,2.5,24.08,Accessories,2023-09-07 12:00:00
Charlie,54.0,115.37385001990228,Smartwatch,10,3.6,37.16,Electronics,2023-09-07 13:00:00
Bob,56.0,310.0086453954688,Headphones,3,5.0,48.73,Electronics,2023-09-07 14:00:00
Alice,51.0,125.51089709713881,Smartwatch,2,4.6,9.31,Accessories,2023-09-07 15:00:00
David,50.0,494.1823420666714,Laptop,2,4.5,2.72,Electronics,2023-09-07 16:00:00
George,,476.301319674781,Tablet,5,3.6,,Gadgets,2023-09-07 17:00:00
David,59.0,283.8160366577071,Smartwatch,4,2.1,44.23,Accessories,2023-09-07 18:00:00
David,57.0,350.95677308760077,Tablet,2,2.5,28.25,Electronics,2023-09-07 19:00:00
George,50.0,401.7080391932793,Camera,9,2.0,3.99,Electronics,2023-09-07 20:00:00
Bob,,361.8942179222274,Laptop,9,1.5,21.09,Gadgets,2023-09-07 21:00:00
Hannah,19.0,351.41520208579834,Phone,9,2.7,32.74,Accessories,2023-09-07 22:00:00
Fiona,45.0,479.4842339350164,Headphones,4,4.6,16.4,Gadgets,2023-09-07 23:00:00
Charlie,27.0,300.2457726221052,Camera,8,4.0,42.25,Electronics,2023-09-08 00:00:00
Alice,39.0,319.9698225504325,Phone,18,4.9,11.23,Accessories,2023-09-08 01:00:00
Emma,34.0,425.3880314668997,Tablet,9,1.8,18.22,Gadgets,2023-09-08 02:00:00
Hannah,43.0,336.59597958991134,Phone,3,3.0,45.82,Gadgets,2023-09-08 03:00:00
George,20.0,,Headphones,6,4.2,28.68,Accessories,2023-09-08 04:00:00
Fiona,24.0,120.913499667338,Headphones,19,2.8,0.31,Electronics,2023-09-08 05:00:00
Hannah,61.0,188.7771274369601,Smartwatch,5,2.4,12.2,Accessories,2023-09-08 06:00:00
George,25.0,77.91416612738705,Smartwatch,17,4.3,37.67,Gadgets,2023-09-08 07:00:00
Charlie,37.0,255.35389395572872,Tablet,19,2.7,2.6,Gadgets,2023-09-08 08:00:00
Bob,29.0,,Headphones,3,4.7,49.65,Accessories,2023-09-08 09:00:00
Hannah,52.0,498.59559306833114,Laptop,8,2.1,44.9,Accessories,2023-09-08 10:00:00
George,34.0,307.54828314369354,Camera,9,4.6,11.19,Accessories,2023-09-08 11:00:00
Charlie,45.0,394.29018748123957,Tablet,8,2.1,44.78,Accessories,2023-09-08 12:00:00
Charlie,58.0,170.33726202503885,Tablet,14,2.2,34.97,Gadgets,2023-09-08 13:00:00
Bob,27.0,416.6149390146843,Phone,10,2.7,21.27,Accessories,2023-09-08 14:00:00
David,39.0,309.4670584114033,Tablet,17,3.1,,Accessories,2023-09-08 15:00:00
Hannah,55.0,350.01120414122704,Camera,3,2.7,10.01,Gadgets,2023-09-08 16:00:00
Hannah,50.0,150.74323508497991,Laptop,3,4.4,29.7,Gadgets,2023-09-08 17:00:00
David,39.0,276.5760038893107,Phone,3,4.2,20.8,Gadgets,2023-09-08 18:00:00
Alice,61.0,318.8483018397363,Camera,4,2.2,29.76,Accessories,2023-09-08 19:00:00
Alice,54.0,296.6018645292076,Smartwatch,17,,16.51,Accessories,2023-09-08 20:00:00
David,30.0,458.02088715516044,Tablet,14,2.7,11.5,Electronics,2023-09-08 21:00:00
Fiona,44.0,449.64496892381396,Headphones,2,1.2,,Accessories,2023-09-08 22:00:00
Emma,32.0,485.63710864905096,Smartwatch,12,4.0,46.0,Electronics,2023-09-08 23:00:00
Charlie,39.0,335.37686297345977,Headphones,5,1.7,35.26,Accessories,2023-09-09 00:00:00
Emma,,486.0974944122139,Camera,2,4.7,,Gadgets,2023-09-09 01:00:00
Charlie,60.0,417.07661001579487,Laptop,12,2.6,4.62,Electronics,2023-09-09 02:00:00
David,57.0,139.06190946827985,Headphones,9,3.5,26.95,Electronics,2023-09-09 03:00:00
Alice,54.0,,Camera,9,,27.52,Gadgets,2023-09-09 04:00:00
Fiona,51.0,123.00425888355984,Phone,1,1.7,31.96,Electronics,2023-09-09 05:00:00
Alice,61.0,7.0775946111297765,Tablet,7,3.2,,Accessories,2023-09-09 06:00:00
Emma,51.0,98.08413280771975,Laptop,18,1.9,32.34,Electronics,2023-09-09 07:00:00
Alice,65.0,7.009990212003455,Laptop,10,3.0,45.81,Gadgets,2023-09-09 08:00:00
David,52.0,361.32003836849253,Phone,15,3.3,5.88,Accessories,2023-09-09 09:00:00
Fiona,59.0,215.6394773719938,Laptop,9,1.7,35.46,Electronics,2023-09-09 10:00:00
Emma,36.0,159.72448990353985,Camera,11,3.3,46.37,Accessories,2023-09-09 11:00:00
Fiona,25.0,382.051841092118,Laptop,1,2.8,23.14,Electronics,2023-09-09 12:00:00
Hannah,56.0,417.0809534367243,Laptop,11,3.1,48.38,Gadgets,2023-09-09 13:00:00
Charlie,50.0,487.7732716316906,Laptop,1,4.6,27.63,Electronics,2023-09-09 14:00:00
Alice,61.0,322.79672441424435,Camera,5,2.9,47.15,Gadgets,2023-09-09 15:00:00
Fiona,45.0,233.4568344773256,Smartwatch,18,2.9,37.43,Accessories,2023-09-09 16:00:00
Bob,54.0,156.10582929568076,Tablet,1,2.9,22.89,Accessories,2023-09-09 17:00:00
Hannah,65.0,115.04751356104201,Headphones,10,3.5,1.71,Accessories,2023-09-09 18:00:00
Alice,42.0,110.3983454888876,Smartwatch,13,2.5,32.87,Electronics,2023-09-09 19:00:00
Charlie,,207.5487404863004,Laptop,8,4.2,12.71,Gadgets,2023-09-09 20:00:00
Fiona,34.0,495.93424586752525,Phone,13,2.1,14.43,Electronics,2023-09-09 21:00:00
Emma,41.0,5.422580231514617,Phone,2,2.2,0.99,Gadgets,2023-09-09 22:00:00
Charlie,38.0,102.61691912934539,Camera,12,3.4,27.88,Gadgets,2023-09-09 23:00:00
Bob,19.0,98.25452628976905,Tablet,13,2.0,14.46,Accessories,2023-09-10 00:00:00
Fiona,48.0,359.9741453384847,Laptop,8,1.4,49.12,Gadgets,2023-09-10 01:00:00
George,61.0,179.4799401610406,Camera,15,1.8,37.45,Electronics,2023-09-10 02:00:00
George,50.0,231.34409827295121,Headphones,7,4.7,17.87,Accessories,2023-09-10 03:00:00
David,47.0,78.56894458260297,Tablet,7,1.0,14.72,Gadgets,2023-09-10 04:00:00
Alice,29.0,205.4735342440891,Tablet,17,1.5,35.75,Electronics,2023-09-10 05:00:00
Emma,61.0,56.08390689338884,Camera,19,4.0,12.71,Electronics,2023-09-10 06:00:00
David,29.0,268.8564275048486,Smartwatch,3,4.9,22.4,Accessories,2023-09-10 07:00:00
Fiona,68.0,53.47949086451369,Phone,7,3.8,8.02,Gadgets,2023-09-10 08:00:00
George,66.0,396.30164868071233,Smartwatch,12,4.7,12.71,Gadgets,2023-09-10 09:00:00
George,69.0,285.4678501825423,Tablet,14,4.4,4.92,Accessories,2023-09-10 10:00:00
George,41.0,363.36409751789085,Phone,2,2.9,21.36,Accessories,2023-09-10 11:00:00
Fiona,41.0,212.1656113930785,Tablet,7,2.3,46.34,Accessories,2023-09-10 12:00:00
George,28.0,193.83819015490252,Tablet,16,3.5,5.04,Accessories,2023-09-10 13:00:00
Charlie,30.0,53.613400079187485,Tablet,9,3.1,21.87,Electronics,2023-09-10 14:00:00
Hannah,44.0,264.3085254861972,Headphones,1,1.1,14.92,Accessories,2023-09-10 15:00:00
Fiona,25.0,259.6785716042605,Phone,12,4.8,,Gadgets,2023-09-10 16:00:00
Emma,27.0,236.71051200255465,Headphones,2,3.3,38.57,Gadgets,2023-09-10 17:00:00
Hannah,25.0,371.55659051781237,Phone,18,4.5,21.75,Gadgets,2023-09-10 18:00:00
David,37.0,417.08967801601545,Headphones,14,3.9,32.52,Electronics,2023-09-10 19:00:00
Emma,25.0,376.6408890995115,Headphones,12,2.4,48.61,Gadgets,2023-09-10 20:00:00
Hannah,26.0,76.2135426893877,Headphones,18,4.6,30.82,Electronics,2023-09-10 21:00:00
Bob,24.0,312.9194570946435,Camera,5,,16.87,Gadgets,2023-09-10 22:00:00
George,31.0,44.759937316319025,Headphones,7,2.7,19.88,Accessories,2023-09-10 23:00:00
Bob,45.0,348.8380322830359,Smartwatch,4,4.4,34.8,Electronics,2023-09-11 00:00:00
Alice,19.0,194.01035279775772,Smartwatch,13,2.1,34.72,Electronics,2023-09-11 01:00:00
Alice,60.0,70.58698335181187,Tablet,16,3.7,18.41,Electronics,2023-09-11 02:00:00
Hannah,25.0,431.71517420318327,Laptop,16,1.5,36.22,Gadgets,2023-09-11 03:00:00
Bob,30.0,308.934127824274,Headphones,19,4.5,27.53,Accessories,2023-09-11 04:00:00
Fiona,38.0,180.5888591340261,Laptop,4,3.9,49.02,Gadgets,2023-09-11 05:00:00
Emma,64.0,20.209953926997272,Laptop,1,1.6,,Electronics,2023-09-11 06:00:00
Bob,45.0,270.9685782067872,Tablet,13,1.1,41.19,Accessories,2023-09-11 07:00:00
Alice,52.0,461.99680985068517,Laptop,9,2.6,1.72,Electronics,2023-09-11 08:00:00
Bob,40.0,300.20801718767103,Laptop,10,3.7,19.02,Electronics,2023-09-11 09:00:00
Fiona,63.0,485.9670492866491,Smartwatch,6,2.1,28.66,Gadgets,2023-09-11 10:00:00
